,month,week_ofmonth,day_of_week,time_range,Binondo,Ermita,Intramuros,Malate,Paco,Pandacan,Port Area,Quiapo,Sampaloc,San Andres,Sta. Ana,Sta. Cruz,Sta. Mesa,Tondo
1,January,1st week,Sunday,12AM-3AM,0,0.791434028,0,0,0,0.173824835,0,0,0,0,0,0,0,0.034741137
2,January,1st week,Sunday,3AM-6AM,0,0,0,0.75867052,0.13583815,0,0,0,0,0,0,0,0,0.105491329
3,January,1st week,Sunday,6AM-9AM,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,January,1st week,Sunday,9AM-12PM,0,0.874572706,0,0.069024454,0,0,0.004930318,0,0.005521956,0,0,0.045950565,0,0
5,January,1st week,Sunday,12PM-3PM,0,0,0,0.186302342,0,0,0,0.306600426,0,0,0,0.248048261,0,0.259048971
6,January,1st week,Sunday,3PM-6PM,0,0.582130043,0.073685132,0,0,0,0,0,0,0,0,0.305854555,0,0.03833027
7,January,1st week,Sunday,6PM-9PM,0,0.75083244,0,0.029629212,0,0,0,0.048761217,0.004740674,0,0,0.157796715,0,0.008239743
8,January,1st week,Sunday,9PM-12AM,0,0.695743123,0,0.054910574,0.019663215,0.050936095,0,0.090367116,0,0,0,0.073109507,0,0.015270369
9,January,1st week,Monday,12AM-3AM,0,0.918150449,0,0,0,0.033609386,0,0,0,0,0,0.048240166,0,0
10,January,1st week,Monday,3AM-6AM,0,0,0,0,0.075335604,0.195151272,0,0,0,0,0,0.700260469,0,0.029252655
11,January,1st week,Monday,6AM-9AM,0,0,0.891005291,0,0,0,0,0,0,0.108994709,0,0,0,0
12,January,1st week,Monday,9AM-12PM,0,0.784248772,0,0,0,0,0,0.050931369,0,0,0,0.164819859,0,0
13,January,1st week,Monday,12PM-3PM,0,0.712739741,0,0,0,0,0,0,0,0,0,0.224686596,0,0.062573663
14,January,1st week,Monday,3PM-6PM,0,0.895228872,0,0.035327463,0,0,0,0.058138911,0.011304754,0,0,0,0,0
15,January,1st week,Monday,6PM-9PM,0.299278179,0,0,0,0,0,0,0,0.09328151,0.05719045,0,0.388117712,0,0.162132149
16,January,1st week,Monday,9PM-12AM,0,0,0,0.404780262,0,0,0,0,0,0,0,0.538936006,0,0.056283732
17,January,1st week,Tuesday,12AM-3AM,0,0.839686948,0,0,0,0.061474375,0,0,0,0,0.010603383,0.088235294,0,0
18,January,1st week,Tuesday,3AM-6AM,0,0,0,0,0,0.31177977,0,0,0,0,0.053777209,0.447503201,0,0.186939821
19,January,1st week,Tuesday,6AM-9AM,0,0,0,0,0,0,0,0,0,0,0,0.939516129,0.060483871,0
20,January,1st week,Tuesday,9AM-12PM,0,0.934970015,0,0.024597076,0,0.022816717,0,0,0.003935532,0,0,0,0,0.01368066
21,January,1st week,Tuesday,12PM-3PM,0,0.787778304,0,0,0,0.057674088,0,0,0.009947892,0,0.009947892,0.082780673,0,0.051871151
22,January,1st week,Tuesday,3PM-6PM,0,0.934827671,0.029582265,0,0,0,0,0,0.0029512,0,0.0029512,0.024558198,0,0.005129466
23,January,1st week,Tuesday,6PM-9PM,0,0.808295192,0,0.021264531,0,0.039450768,0,0,0,0,0,0.113248815,0,0.017740694
24,January,1st week,Tuesday,9PM-12AM,0,0.794458378,0,0.188104622,0,0,0,0,0,0,0,0,0,0.017437
25,January,1st week,Wednesday,12AM-3AM,0,0,0.39943074,0,0,0.462049336,0,0,0,0,0,0,0,0.138519924
26,January,1st week,Wednesday,3AM-6AM,0,0.768839575,0,0,0.04345816,0.056287564,0,0,0,0,0,0.080790569,0,0.050624133
27,January,1st week,Wednesday,6AM-9AM,0.555098208,0,0,0,0,0,0,0.444901792,0,0,0,0,0,0
28,January,1st week,Wednesday,9AM-12PM,0,0.924948726,0,0.054750235,0,0,0,0,0,0,0,0,0,0.020301039
29,January,1st week,Wednesday,12PM-3PM,0,0.816597547,0,0.064448844,0,0.029891808,0,0,0.010311815,0,0,0.042904259,0,0.035845726
30,January,1st week,Wednesday,3PM-6PM,0,0.481821102,0,0.076053496,0,0.070548672,0,0.062581695,0,0.007460549,0.006084331,0.253149925,0,0.04230023
31,January,1st week,Wednesday,6PM-9PM,0,0.934729151,0,0,0,0,0,0,0.005901778,0,0,0.04911122,0,0.010257851
32,January,1st week,Wednesday,9PM-12AM,0,0.83578339,0,0.065963061,0,0,0,0.03618545,0,0,0.00351803,0.058550069,0,0
33,January,1st week,Thursday,12AM-3AM,0,0,0,0,0,0.655009795,0.050437251,0,0,0,0,0,0,0.294552954
34,January,1st week,Thursday,3AM-6AM,0,0,0,0.401376147,0,0,0,0,0,0,0.064220183,0.53440367,0,0
35,January,1st week,Thursday,6AM-9AM,0,0.642891659,0.081376244,0,0,0.094133565,0,0.083502464,0.01623659,0.009954576,0,0.067555813,0.004349087,0
36,January,1st week,Thursday,9AM-12PM,0,0.870300916,0,0.02289577,0,0,0,0.037679895,0.003663323,0.004491932,0,0.060968164,0,0
37,January,1st week,Thursday,12PM-3PM,0,0.928013393,0,0,0.00437128,0.011323475,0.001743862,0.020089286,0.001953125,0,0,0.03250558,0,0
38,January,1st week,Thursday,3PM-6PM,0,0,0,0,0,0,0,0,0,0.099806202,0.081395349,0.677325581,0,0.141472868
39,January,1st week,Thursday,6PM-9PM,0.176201373,0,0,0.343249428,0,0,0,0.282445244,0.054919908,0,0,0,0,0.143184047
40,January,1st week,Thursday,9PM-12AM,0,0.796837566,0,0.062889315,0,0.029168663,0,0.051748922,0,0,0,0.041866315,0,0.017489219
41,January,1st week,Friday,12AM-3AM,0,0.882072136,0,0,0,0.021525813,0,0,0.003712871,0,0,0.09268918,0,0
42,January,1st week,Friday,3AM-6AM,0,0,0,0.137183015,0,0.636269034,0,0,0,0,0.043898565,0.182649386,0,0
43,January,1st week,Friday,6AM-9AM,0.188198324,0,0,0,0,0.170041899,0,0.301675978,0.029329609,0,0,0.244064246,0.015712291,0.050977654
44,January,1st week,Friday,9AM-12PM,0,0.593876644,0,0.046870902,0,0.086956074,0.006695843,0.077136112,0,0,0.007499344,0.124809642,0.004017506,0.052137933
45,January,1st week,Friday,12PM-3PM,0,0.77997331,0,0.061558326,0,0,0,0,0.004924637,0,0.004924637,0.122940526,0,0.025678565
46,January,1st week,Friday,3PM-6PM,0.088512566,0.546187933,0,0.043107135,0,0,0,0,0.020691308,0,0,0.229574335,0,0.071926723
47,January,1st week,Friday,6PM-9PM,0,0,0,0.298465037,0.053439454,0.138430927,0,0.245594088,0.023877203,0,0,0.198692439,0,0.041500853
48,January,1st week,Friday,9PM-12AM,0,0,0,0.570652174,0,0,0,0,0,0.111956522,0,0,0,0.317391304
49,January,1st week,Saturday,12AM-3AM,0,0.908867332,0,0,0.012843285,0.033269572,0.005123651,0,0,0,0,0,0,0.039896161
50,January,1st week,Saturday,3AM-6AM,0,0.844912994,0,0,0.047758161,0,0,0,0,0,0,0.088784453,0,0.018544392
51,January,1st week,Saturday,6AM-9AM,0,0,0,0,0,0.460955241,0,0.408897868,0.039753959,0,0,0,0.021296764,0.069096167
52,January,1st week,Saturday,9AM-12PM,0,0.840075774,0,0,0,0.041001894,0,0.03637129,0.007072195,0.004335929,0,0.058850768,0,0.012292149
53,January,1st week,Saturday,12PM-3PM,0,0.622729826,0,0.0491481,0,0,0,0.08088373,0.015727392,0,0.007863696,0.196311552,0,0.027335705
54,January,1st week,Saturday,3PM-6PM,0,0.650816283,0,0,0.018393485,0,0,0,0.01643683,0.010077282,0.01643683,0.273554989,0,0.014284302
55,January,1st week,Saturday,6PM-9PM,0,0,0,0,0,0,0,0,0.038727524,0.047487321,0,0.644536653,0,0.269248502
56,January,1st week,Saturday,9PM-12AM,0,0.893485561,0,0.023505709,0.008417282,0,0,0.03868368,0,0.004611596,0,0.031296172,0,0
57,January,2nd week,Sunday,12AM-3AM,0,0.791434028,0,0,0,0.173824835,0,0,0,0,0,0,0,0.034741137
58,January,2nd week,Sunday,3AM-6AM,0,0,0,0.75867052,0.13583815,0,0,0,0,0,0,0,0,0.105491329
59,January,2nd week,Sunday,6AM-9AM,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60,January,2nd week,Sunday,9AM-12PM,0,0.874572706,0,0.069024454,0,0,0.004930318,0,0.005521956,0,0,0.045950565,0,0
61,January,2nd week,Sunday,12PM-3PM,0,0,0,0.186302342,0,0,0,0.306600426,0,0,0,0.248048261,0,0.259048971
62,January,2nd week,Sunday,3PM-6PM,0,0.582130043,0.073685132,0,0,0,0,0,0,0,0,0.305854555,0,0.03833027
63,January,2nd week,Sunday,6PM-9PM,0,0.75083244,0,0.029629212,0,0,0,0.048761217,0.004740674,0,0,0.157796715,0,0.008239743
64,January,2nd week,Sunday,9PM-12AM,0,0.695743123,0,0.054910574,0.019663215,0.050936095,0,0.090367116,0,0,0,0.073109507,0,0.015270369
65,January,2nd week,Monday,12AM-3AM,0,0.918150449,0,0,0,0.033609386,0,0,0,0,0,0.048240166,0,0
66,January,2nd week,Monday,3AM-6AM,0,0,0,0,0.075335604,0.195151272,0,0,0,0,0,0.700260469,0,0.029252655
67,January,2nd week,Monday,6AM-9AM,0,0,0.891005291,0,0,0,0,0,0,0.108994709,0,0,0,0
68,January,2nd week,Monday,9AM-12PM,0,0.784248772,0,0,0,0,0,0.050931369,0,0,0,0.164819859,0,0
69,January,2nd week,Monday,12PM-3PM,0,0.712739741,0,0,0,0,0,0,0,0,0,0.224686596,0,0.062573663
70,January,2nd week,Monday,3PM-6PM,0,0.895228872,0,0.035327463,0,0,0,0.058138911,0.011304754,0,0,0,0,0
71,January,2nd week,Monday,6PM-9PM,0.299278179,0,0,0,0,0,0,0,0.09328151,0.05719045,0,0.388117712,0,0.162132149
72,January,2nd week,Monday,9PM-12AM,0,0,0,0.404780262,0,0,0,0,0,0,0,0.538936006,0,0.056283732
73,January,2nd week,Tuesday,12AM-3AM,0,0.839686948,0,0,0,0.061474375,0,0,0,0,0.010603383,0.088235294,0,0
74,January,2nd week,Tuesday,3AM-6AM,0,0,0,0,0,0.31177977,0,0,0,0,0.053777209,0.447503201,0,0.186939821
75,January,2nd week,Tuesday,6AM-9AM,0,0,0,0,0,0,0,0,0,0,0,0.939516129,0.060483871,0
76,January,2nd week,Tuesday,9AM-12PM,0,0.934970015,0,0.024597076,0,0.022816717,0,0,0.003935532,0,0,0,0,0.01368066
77,January,2nd week,Tuesday,12PM-3PM,0,0.787778304,0,0,0,0.057674088,0,0,0.009947892,0,0.009947892,0.082780673,0,0.051871151
78,January,2nd week,Tuesday,3PM-6PM,0,0.934827671,0.029582265,0,0,0,0,0,0.0029512,0,0.0029512,0.024558198,0,0.005129466
79,January,2nd week,Tuesday,6PM-9PM,0,0.808295192,0,0.021264531,0,0.039450768,0,0,0,0,0,0.113248815,0,0.017740694
80,January,2nd week,Tuesday,9PM-12AM,0,0.794458378,0,0.188104622,0,0,0,0,0,0,0,0,0,0.017437
81,January,2nd week,Wednesday,12AM-3AM,0,0,0.39943074,0,0,0.462049336,0,0,0,0,0,0,0,0.138519924
82,January,2nd week,Wednesday,3AM-6AM,0,0.768839575,0,0,0.04345816,0.056287564,0,0,0,0,0,0.080790569,0,0.050624133
83,January,2nd week,Wednesday,6AM-9AM,0.555098208,0,0,0,0,0,0,0.444901792,0,0,0,0,0,0
84,January,2nd week,Wednesday,9AM-12PM,0,0.924948726,0,0.054750235,0,0,0,0,0,0,0,0,0,0.020301039
85,January,2nd week,Wednesday,12PM-3PM,0,0.816597547,0,0.064448844,0,0.029891808,0,0,0.010311815,0,0,0.042904259,0,0.035845726
86,January,2nd week,Wednesday,3PM-6PM,0,0.481821102,0,0.076053496,0,0.070548672,0,0.062581695,0,0.007460549,0.006084331,0.253149925,0,0.04230023
87,January,2nd week,Wednesday,6PM-9PM,0,0.934729151,0,0,0,0,0,0,0.005901778,0,0,0.04911122,0,0.010257851
88,January,2nd week,Wednesday,9PM-12AM,0,0.83578339,0,0.065963061,0,0,0,0.03618545,0,0,0.00351803,0.058550069,0,0
89,January,2nd week,Thursday,12AM-3AM,0,0,0,0,0,0.655009795,0.050437251,0,0,0,0,0,0,0.294552954
90,January,2nd week,Thursday,3AM-6AM,0,0,0,0.401376147,0,0,0,0,0,0,0.064220183,0.53440367,0,0
91,January,2nd week,Thursday,6AM-9AM,0,0.642891659,0.081376244,0,0,0.094133565,0,0.083502464,0.01623659,0.009954576,0,0.067555813,0.004349087,0
92,January,2nd week,Thursday,9AM-12PM,0,0.870300916,0,0.02289577,0,0,0,0.037679895,0.003663323,0.004491932,0,0.060968164,0,0
93,January,2nd week,Thursday,12PM-3PM,0,0.928013393,0,0,0.00437128,0.011323475,0.001743862,0.020089286,0.001953125,0,0,0.03250558,0,0
94,January,2nd week,Thursday,3PM-6PM,0,0,0,0,0,0,0,0,0,0.099806202,0.081395349,0.677325581,0,0.141472868
95,January,2nd week,Thursday,6PM-9PM,0.176201373,0,0,0.343249428,0,0,0,0.282445244,0.054919908,0,0,0,0,0.143184047
96,January,2nd week,Thursday,9PM-12AM,0,0.796837566,0,0.062889315,0,0.029168663,0,0.051748922,0,0,0,0.041866315,0,0.017489219
97,January,2nd week,Friday,12AM-3AM,0,0.882072136,0,0,0,0.021525813,0,0,0.003712871,0,0,0.09268918,0,0
98,January,2nd week,Friday,3AM-6AM,0,0,0,0.137183015,0,0.636269034,0,0,0,0,0.043898565,0.182649386,0,0
99,January,2nd week,Friday,6AM-9AM,0.188198324,0,0,0,0,0.170041899,0,0.301675978,0.029329609,0,0,0.244064246,0.015712291,0.050977654
100,January,2nd week,Friday,9AM-12PM,0,0.593876644,0,0.046870902,0,0.086956074,0.006695843,0.077136112,0,0,0.007499344,0.124809642,0.004017506,0.052137933
101,January,2nd week,Friday,12PM-3PM,0,0.77997331,0,0.061558326,0,0,0,0,0.004924637,0,0.004924637,0.122940526,0,0.025678565
102,January,2nd week,Friday,3PM-6PM,0.088512566,0.546187933,0,0.043107135,0,0,0,0,0.020691308,0,0,0.229574335,0,0.071926723
103,January,2nd week,Friday,6PM-9PM,0,0,0,0.298465037,0.053439454,0.138430927,0,0.245594088,0.023877203,0,0,0.198692439,0,0.041500853
104,January,2nd week,Friday,9PM-12AM,0,0,0,0.570652174,0,0,0,0,0,0.111956522,0,0,0,0.317391304
105,January,2nd week,Saturday,12AM-3AM,0,0.908867332,0,0,0.012843285,0.033269572,0.005123651,0,0,0,0,0,0,0.039896161
106,January,2nd week,Saturday,3AM-6AM,0,0.844912994,0,0,0.047758161,0,0,0,0,0,0,0.088784453,0,0.018544392
107,January,2nd week,Saturday,6AM-9AM,0,0,0,0,0,0.460955241,0,0.408897868,0.039753959,0,0,0,0.021296764,0.069096167
108,January,2nd week,Saturday,9AM-12PM,0,0.840075774,0,0,0,0.041001894,0,0.03637129,0.007072195,0.004335929,0,0.058850768,0,0.012292149
109,January,2nd week,Saturday,12PM-3PM,0,0.622729826,0,0.0491481,0,0,0,0.08088373,0.015727392,0,0.007863696,0.196311552,0,0.027335705
110,January,2nd week,Saturday,3PM-6PM,0,0.650816283,0,0,0.018393485,0,0,0,0.01643683,0.010077282,0.01643683,0.273554989,0,0.014284302
111,January,2nd week,Saturday,6PM-9PM,0,0,0,0,0,0,0,0,0.038727524,0.047487321,0,0.644536653,0,0.269248502
112,January,2nd week,Saturday,9PM-12AM,0,0.893485561,0,0.023505709,0.008417282,0,0,0.03868368,0,0.004611596,0,0.031296172,0,0
113,January,3rd week,Sunday,12AM-3AM,0,0.791434028,0,0,0,0.173824835,0,0,0,0,0,0,0,0.034741137
114,January,3rd week,Sunday,3AM-6AM,0,0,0,0.75867052,0.13583815,0,0,0,0,0,0,0,0,0.105491329
115,January,3rd week,Sunday,6AM-9AM,0,0,0,0,0,0,0,0,0,1,0,0,0,0
116,January,3rd week,Sunday,9AM-12PM,0,0.874572706,0,0.069024454,0,0,0.004930318,0,0.005521956,0,0,0.045950565,0,0
117,January,3rd week,Sunday,12PM-3PM,0,0,0,0.186302342,0,0,0,0.306600426,0,0,0,0.248048261,0,0.259048971
118,January,3rd week,Sunday,3PM-6PM,0,0.582130043,0.073685132,0,0,0,0,0,0,0,0,0.305854555,0,0.03833027
119,January,3rd week,Sunday,6PM-9PM,0,0.75083244,0,0.029629212,0,0,0,0.048761217,0.004740674,0,0,0.157796715,0,0.008239743
120,January,3rd week,Sunday,9PM-12AM,0,0.695743123,0,0.054910574,0.019663215,0.050936095,0,0.090367116,0,0,0,0.073109507,0,0.015270369
121,January,3rd week,Monday,12AM-3AM,0,0.918150449,0,0,0,0.033609386,0,0,0,0,0,0.048240166,0,0
122,January,3rd week,Monday,3AM-6AM,0,0,0,0,0.075335604,0.195151272,0,0,0,0,0,0.700260469,0,0.029252655
123,January,3rd week,Monday,6AM-9AM,0,0,0.891005291,0,0,0,0,0,0,0.108994709,0,0,0,0
124,January,3rd week,Monday,9AM-12PM,0,0.784248772,0,0,0,0,0,0.050931369,0,0,0,0.164819859,0,0
125,January,3rd week,Monday,12PM-3PM,0,0.712739741,0,0,0,0,0,0,0,0,0,0.224686596,0,0.062573663
126,January,3rd week,Monday,3PM-6PM,0,0.895228872,0,0.035327463,0,0,0,0.058138911,0.011304754,0,0,0,0,0
127,January,3rd week,Monday,6PM-9PM,0.299278179,0,0,0,0,0,0,0,0.09328151,0.05719045,0,0.388117712,0,0.162132149
128,January,3rd week,Monday,9PM-12AM,0,0,0,0.404780262,0,0,0,0,0,0,0,0.538936006,0,0.056283732
129,January,3rd week,Tuesday,12AM-3AM,0,0.839686948,0,0,0,0.061474375,0,0,0,0,0.010603383,0.088235294,0,0
130,January,3rd week,Tuesday,3AM-6AM,0,0,0,0,0,0.31177977,0,0,0,0,0.053777209,0.447503201,0,0.186939821
131,January,3rd week,Tuesday,6AM-9AM,0,0,0,0,0,0,0,0,0,0,0,0.939516129,0.060483871,0
132,January,3rd week,Tuesday,9AM-12PM,0,0.934970015,0,0.024597076,0,0.022816717,0,0,0.003935532,0,0,0,0,0.01368066
133,January,3rd week,Tuesday,12PM-3PM,0,0.787778304,0,0,0,0.057674088,0,0,0.009947892,0,0.009947892,0.082780673,0,0.051871151
134,January,3rd week,Tuesday,3PM-6PM,0,0.934827671,0.029582265,0,0,0,0,0,0.0029512,0,0.0029512,0.024558198,0,0.005129466
135,January,3rd week,Tuesday,6PM-9PM,0,0.808295192,0,0.021264531,0,0.039450768,0,0,0,0,0,0.113248815,0,0.017740694
136,January,3rd week,Tuesday,9PM-12AM,0,0.794458378,0,0.188104622,0,0,0,0,0,0,0,0,0,0.017437
137,January,3rd week,Wednesday,12AM-3AM,0,0,0.39943074,0,0,0.462049336,0,0,0,0,0,0,0,0.138519924
138,January,3rd week,Wednesday,3AM-6AM,0,0.768839575,0,0,0.04345816,0.056287564,0,0,0,0,0,0.080790569,0,0.050624133
139,January,3rd week,Wednesday,6AM-9AM,0.555098208,0,0,0,0,0,0,0.444901792,0,0,0,0,0,0
140,January,3rd week,Wednesday,9AM-12PM,0,0.924948726,0,0.054750235,0,0,0,0,0,0,0,0,0,0.020301039
141,January,3rd week,Wednesday,12PM-3PM,0,0.816597547,0,0.064448844,0,0.029891808,0,0,0.010311815,0,0,0.042904259,0,0.035845726
142,January,3rd week,Wednesday,3PM-6PM,0,0.481821102,0,0.076053496,0,0.070548672,0,0.062581695,0,0.007460549,0.006084331,0.253149925,0,0.04230023
143,January,3rd week,Wednesday,6PM-9PM,0,0.934729151,0,0,0,0,0,0,0.005901778,0,0,0.04911122,0,0.010257851
144,January,3rd week,Wednesday,9PM-12AM,0,0.83578339,0,0.065963061,0,0,0,0.03618545,0,0,0.00351803,0.058550069,0,0
145,January,3rd week,Thursday,12AM-3AM,0,0,0,0,0,0.655009795,0.050437251,0,0,0,0,0,0,0.294552954
146,January,3rd week,Thursday,3AM-6AM,0,0,0,0.401376147,0,0,0,0,0,0,0.064220183,0.53440367,0,0
147,January,3rd week,Thursday,6AM-9AM,0,0.642891659,0.081376244,0,0,0.094133565,0,0.083502464,0.01623659,0.009954576,0,0.067555813,0.004349087,0
148,January,3rd week,Thursday,9AM-12PM,0,0.870300916,0,0.02289577,0,0,0,0.037679895,0.003663323,0.004491932,0,0.060968164,0,0
149,January,3rd week,Thursday,12PM-3PM,0,0.928013393,0,0,0.00437128,0.011323475,0.001743862,0.020089286,0.001953125,0,0,0.03250558,0,0
150,January,3rd week,Thursday,3PM-6PM,0,0,0,0,0,0,0,0,0,0.099806202,0.081395349,0.677325581,0,0.141472868
151,January,3rd week,Thursday,6PM-9PM,0.176201373,0,0,0.343249428,0,0,0,0.282445244,0.054919908,0,0,0,0,0.143184047
152,January,3rd week,Thursday,9PM-12AM,0,0.796837566,0,0.062889315,0,0.029168663,0,0.051748922,0,0,0,0.041866315,0,0.017489219
153,January,3rd week,Friday,12AM-3AM,0,0.882072136,0,0,0,0.021525813,0,0,0.003712871,0,0,0.09268918,0,0
154,January,3rd week,Friday,3AM-6AM,0,0,0,0.137183015,0,0.636269034,0,0,0,0,0.043898565,0.182649386,0,0
155,January,3rd week,Friday,6AM-9AM,0.188198324,0,0,0,0,0.170041899,0,0.301675978,0.029329609,0,0,0.244064246,0.015712291,0.050977654
156,January,3rd week,Friday,9AM-12PM,0,0.593876644,0,0.046870902,0,0.086956074,0.006695843,0.077136112,0,0,0.007499344,0.124809642,0.004017506,0.052137933
157,January,3rd week,Friday,12PM-3PM,0,0.77997331,0,0.061558326,0,0,0,0,0.004924637,0,0.004924637,0.122940526,0,0.025678565
158,January,3rd week,Friday,3PM-6PM,0.088512566,0.546187933,0,0.043107135,0,0,0,0,0.020691308,0,0,0.229574335,0,0.071926723
159,January,3rd week,Friday,6PM-9PM,0,0,0,0.298465037,0.053439454,0.138430927,0,0.245594088,0.023877203,0,0,0.198692439,0,0.041500853
160,January,3rd week,Friday,9PM-12AM,0,0,0,0.570652174,0,0,0,0,0,0.111956522,0,0,0,0.317391304
161,January,3rd week,Saturday,12AM-3AM,0,0.908867332,0,0,0.012843285,0.033269572,0.005123651,0,0,0,0,0,0,0.039896161
162,January,3rd week,Saturday,3AM-6AM,0,0.844912994,0,0,0.047758161,0,0,0,0,0,0,0.088784453,0,0.018544392
163,January,3rd week,Saturday,6AM-9AM,0,0,0,0,0,0.460955241,0,0.408897868,0.039753959,0,0,0,0.021296764,0.069096167
164,January,3rd week,Saturday,9AM-12PM,0,0.840075774,0,0,0,0.041001894,0,0.03637129,0.007072195,0.004335929,0,0.058850768,0,0.012292149
165,January,3rd week,Saturday,12PM-3PM,0,0.622729826,0,0.0491481,0,0,0,0.08088373,0.015727392,0,0.007863696,0.196311552,0,0.027335705
166,January,3rd week,Saturday,3PM-6PM,0,0.650816283,0,0,0.018393485,0,0,0,0.01643683,0.010077282,0.01643683,0.273554989,0,0.014284302
167,January,3rd week,Saturday,6PM-9PM,0,0,0,0,0,0,0,0,0.038727524,0.047487321,0,0.644536653,0,0.269248502
168,January,3rd week,Saturday,9PM-12AM,0,0.893485561,0,0.023505709,0.008417282,0,0,0.03868368,0,0.004611596,0,0.031296172,0,0
169,January,4th week,Sunday,12AM-3AM,0,0.791434028,0,0,0,0.173824835,0,0,0,0,0,0,0,0.034741137
170,January,4th week,Sunday,3AM-6AM,0,0,0,0.75867052,0.13583815,0,0,0,0,0,0,0,0,0.105491329
171,January,4th week,Sunday,6AM-9AM,0,0,0,0,0,0,0,0,0,1,0,0,0,0
172,January,4th week,Sunday,9AM-12PM,0,0.874572706,0,0.069024454,0,0,0.004930318,0,0.005521956,0,0,0.045950565,0,0
173,January,4th week,Sunday,12PM-3PM,0,0,0,0.186302342,0,0,0,0.306600426,0,0,0,0.248048261,0,0.259048971
174,January,4th week,Sunday,3PM-6PM,0,0.582130043,0.073685132,0,0,0,0,0,0,0,0,0.305854555,0,0.03833027
175,January,4th week,Sunday,6PM-9PM,0,0.75083244,0,0.029629212,0,0,0,0.048761217,0.004740674,0,0,0.157796715,0,0.008239743
176,January,4th week,Sunday,9PM-12AM,0,0.695743123,0,0.054910574,0.019663215,0.050936095,0,0.090367116,0,0,0,0.073109507,0,0.015270369
177,January,4th week,Monday,12AM-3AM,0,0.918150449,0,0,0,0.033609386,0,0,0,0,0,0.048240166,0,0
178,January,4th week,Monday,3AM-6AM,0,0,0,0,0.075335604,0.195151272,0,0,0,0,0,0.700260469,0,0.029252655
179,January,4th week,Monday,6AM-9AM,0,0,0.891005291,0,0,0,0,0,0,0.108994709,0,0,0,0
180,January,4th week,Monday,9AM-12PM,0,0.784248772,0,0,0,0,0,0.050931369,0,0,0,0.164819859,0,0
181,January,4th week,Monday,12PM-3PM,0,0.712739741,0,0,0,0,0,0,0,0,0,0.224686596,0,0.062573663
182,January,4th week,Monday,3PM-6PM,0,0.895228872,0,0.035327463,0,0,0,0.058138911,0.011304754,0,0,0,0,0
183,January,4th week,Monday,6PM-9PM,0.299278179,0,0,0,0,0,0,0,0.09328151,0.05719045,0,0.388117712,0,0.162132149
184,January,4th week,Monday,9PM-12AM,0,0,0,0.404780262,0,0,0,0,0,0,0,0.538936006,0,0.056283732
185,January,4th week,Tuesday,12AM-3AM,0,0.839686948,0,0,0,0.061474375,0,0,0,0,0.010603383,0.088235294,0,0
186,January,4th week,Tuesday,3AM-6AM,0,0,0,0,0,0.31177977,0,0,0,0,0.053777209,0.447503201,0,0.186939821
187,January,4th week,Tuesday,6AM-9AM,0,0,0,0,0,0,0,0,0,0,0,0.939516129,0.060483871,0
188,January,4th week,Tuesday,9AM-12PM,0,0.934970015,0,0.024597076,0,0.022816717,0,0,0.003935532,0,0,0,0,0.01368066
189,January,4th week,Tuesday,12PM-3PM,0,0.787778304,0,0,0,0.057674088,0,0,0.009947892,0,0.009947892,0.082780673,0,0.051871151
190,January,4th week,Tuesday,3PM-6PM,0,0.934827671,0.029582265,0,0,0,0,0,0.0029512,0,0.0029512,0.024558198,0,0.005129466
191,January,4th week,Tuesday,6PM-9PM,0,0.808295192,0,0.021264531,0,0.039450768,0,0,0,0,0,0.113248815,0,0.017740694
192,January,4th week,Tuesday,9PM-12AM,0,0.794458378,0,0.188104622,0,0,0,0,0,0,0,0,0,0.017437
193,January,4th week,Wednesday,12AM-3AM,0,0,0.39943074,0,0,0.462049336,0,0,0,0,0,0,0,0.138519924
194,January,4th week,Wednesday,3AM-6AM,0,0.768839575,0,0,0.04345816,0.056287564,0,0,0,0,0,0.080790569,0,0.050624133
195,January,4th week,Wednesday,6AM-9AM,0.555098208,0,0,0,0,0,0,0.444901792,0,0,0,0,0,0
196,January,4th week,Wednesday,9AM-12PM,0,0.924948726,0,0.054750235,0,0,0,0,0,0,0,0,0,0.020301039
197,January,4th week,Wednesday,12PM-3PM,0,0.816597547,0,0.064448844,0,0.029891808,0,0,0.010311815,0,0,0.042904259,0,0.035845726
198,January,4th week,Wednesday,3PM-6PM,0,0.481821102,0,0.076053496,0,0.070548672,0,0.062581695,0,0.007460549,0.006084331,0.253149925,0,0.04230023
199,January,4th week,Wednesday,6PM-9PM,0,0.934729151,0,0,0,0,0,0,0.005901778,0,0,0.04911122,0,0.010257851
200,January,4th week,Wednesday,9PM-12AM,0,0.83578339,0,0.065963061,0,0,0,0.03618545,0,0,0.00351803,0.058550069,0,0
201,January,4th week,Thursday,12AM-3AM,0,0,0,0,0,0.655009795,0.050437251,0,0,0,0,0,0,0.294552954
202,January,4th week,Thursday,3AM-6AM,0,0,0,0.401376147,0,0,0,0,0,0,0.064220183,0.53440367,0,0
203,January,4th week,Thursday,6AM-9AM,0,0.642891659,0.081376244,0,0,0.094133565,0,0.083502464,0.01623659,0.009954576,0,0.067555813,0.004349087,0
204,January,4th week,Thursday,9AM-12PM,0,0.870300916,0,0.02289577,0,0,0,0.037679895,0.003663323,0.004491932,0,0.060968164,0,0
