,month,week_ofmonth,day_of_week,time_range,Binondo,Ermita,Intramuros,Malate,Paco,Pandacan,Port Area,Quiapo,Sampaloc,San Andres,Sta. Ana,Sta. Cruz,Sta. Mesa,Tondo
719,March,3rd week,Friday,6PM-9PM,0,0,0,0.298465037,0.053439454,0.138430927,0,0.245594088,0.023877203,0,0,0.198692439,0,0.041500853
720,March,3rd week,Friday,9PM-12AM,0,0,0,0.570652174,0,0,0,0,0,0.111956522,0,0,0,0.317391304
721,March,3rd week,Saturday,12AM-3AM,0,0.908867332,0,0,0.012843285,0.033269572,0.005123651,0,0,0,0,0,0,0.039896161
722,March,3rd week,Saturday,3AM-6AM,0,0.844912994,0,0,0.047758161,0,0,0,0,0,0,0.088784453,0,0.018544392
723,March,3rd week,Saturday,6AM-9AM,0,0,0,0,0,0.460955241,0,0.408897868,0.039753959,0,0,0,0.021296764,0.069096167
724,March,3rd week,Saturday,9AM-12PM,0,0.840075774,0,0,0,0.041001894,0,0.03637129,0.007072195,0.004335929,0,0.058850768,0,0.012292149
725,March,3rd week,Saturday,12PM-3PM,0,0.622729826,0,0.0491481,0,0,0,0.08088373,0.015727392,0,0.007863696,0.196311552,0,0.027335705
726,March,3rd week,Saturday,3PM-6PM,0,0.650816283,0,0,0.018393485,0,0,0,0.01643683,0.010077282,0.01643683,0.273554989,0,0.014284302
727,March,3rd week,Saturday,6PM-9PM,0,0,0,0,0,0,0,0,0.038727524,0.047487321,0,0.644536653,0,0.269248502
728,March,3rd week,Saturday,9PM-12AM,0,0.893485561,0,0.023505709,0.008417282,0,0,0.03868368,0,0.004611596,0,0.031296172,0,0
729,March,4th week,Sunday,12AM-3AM,0,0.791434028,0,0,0,0.173824835,0,0,0,0,0,0,0,0.034741137
730,March,4th week,Sunday,3AM-6AM,0,0,0,0.75867052,0.13583815,0,0,0,0,0,0,0,0,0.105491329
731,March,4th week,Sunday,6AM-9AM,0,0,0,0,0,0,0,0,0,1,0,0,0,0
732,March,4th week,Sunday,9AM-12PM,0,0.874572706,0,0.069024454,0,0,0.004930318,0,0.005521956,0,0,0.045950565,0,0
733,March,4th week,Sunday,12PM-3PM,0,0,0,0.186302342,0,0,0,0.306600426,0,0,0,0.248048261,0,0.259048971
734,March,4th week,Sunday,3PM-6PM,0,0.582130043,0.073685132,0,0,0,0,0,0,0,0,0.305854555,0,0.03833027
735,March,4th week,Sunday,6PM-9PM,0,0.75083244,0,0.029629212,0,0,0,0.048761217,0.004740674,0,0,0.157796715,0,0.008239743
736,March,4th week,Sunday,9PM-12AM,0,0.695743123,0,0.054910574,0.019663215,0.050936095,0,0.090367116,0,0,0,0.073109507,0,0.015270369
737,March,4th week,Monday,12AM-3AM,0,0.918150449,0,0,0,0.033609386,0,0,0,0,0,0.048240166,0,0
738,March,4th week,Monday,3AM-6AM,0,0,0,0,0.075335604,0.195151272,0,0,0,0,0,0.700260469,0,0.029252655
739,March,4th week,Monday,6AM-9AM,0,0,0.891005291,0,0,0,0,0,0,0.108994709,0,0,0,0
740,March,4th week,Monday,9AM-12PM,0,0.784248772,0,0,0,0,0,0.050931369,0,0,0,0.164819859,0,0
741,March,4th week,Monday,12PM-3PM,0,0.712739741,0,0,0,0,0,0,0,0,0,0.224686596,0,0.062573663
742,March,4th week,Monday,3PM-6PM,0,0.895228872,0,0.035327463,0,0,0,0.058138911,0.011304754,0,0,0,0,0
743,March,4th week,Monday,6PM-9PM,0.299278179,0,0,0,0,0,0,0,0.09328151,0.05719045,0,0.388117712,0,0.162132149
744,March,4th week,Monday,9PM-12AM,0,0,0,0.404780262,0,0,0,0,0,0,0,0.538936006,0,0.056283732
745,March,4th week,Tuesday,12AM-3AM,0,0.839686948,0,0,0,0.061474375,0,0,0,0,0.010603383,0.088235294,0,0
746,March,4th week,Tuesday,3AM-6AM,0,0,0,0,0,0.31177977,0,0,0,0,0.053777209,0.447503201,0,0.186939821
747,March,4th week,Tuesday,6AM-9AM,0,0,0,0,0,0,0,0,0,0,0,0.939516129,0.060483871,0
748,March,4th week,Tuesday,9AM-12PM,0,0.934970015,0,0.024597076,0,0.022816717,0,0,0.003935532,0,0,0,0,0.01368066
749,March,4th week,Tuesday,12PM-3PM,0,0.787778304,0,0,0,0.057674088,0,0,0.009947892,0,0.009947892,0.082780673,0,0.051871151
750,March,4th week,Tuesday,3PM-6PM,0,0.934827671,0.029582265,0,0,0,0,0,0.0029512,0,0.0029512,0.024558198,0,0.005129466
751,March,4th week,Tuesday,6PM-9PM,0,0.808295192,0,0.021264531,0,0.039450768,0,0,0,0,0,0.113248815,0,0.017740694
752,March,4th week,Tuesday,9PM-12AM,0,0.794458378,0,0.188104622,0,0,0,0,0,0,0,0,0,0.017437
753,March,4th week,Wednesday,12AM-3AM,0,0,0.39943074,0,0,0.462049336,0,0,0,0,0,0,0,0.138519924
754,March,4th week,Wednesday,3AM-6AM,0,0.768839575,0,0,0.04345816,0.056287564,0,0,0,0,0,0.080790569,0,0.050624133
755,March,4th week,Wednesday,6AM-9AM,0.555098208,0,0,0,0,0,0,0.444901792,0,0,0,0,0,0
756,March,4th week,Wednesday,9AM-12PM,0,0.924948726,0,0.054750235,0,0,0,0,0,0,0,0,0,0.020301039
757,March,4th week,Wednesday,12PM-3PM,0,0.816597547,0,0.064448844,0,0.029891808,0,0,0.010311815,0,0,0.042904259,0,0.035845726
758,March,4th week,Wednesday,3PM-6PM,0,0.481821102,0,0.076053496,0,0.070548672,0,0.062581695,0,0.007460549,0.006084331,0.253149925,0,0.04230023
759,March,4th week,Wednesday,6PM-9PM,0,0.934729151,0,0,0,0,0,0,0.005901778,0,0,0.04911122,0,0.010257851
760,March,4th week,Wednesday,9PM-12AM,0,0.83578339,0,0.065963061,0,0,0,0.03618545,0,0,0.00351803,0.058550069,0,0
761,March,4th week,Thursday,12AM-3AM,0,0,0,0,0,0.655009795,0.050437251,0,0,0,0,0,0,0.294552954
762,March,4th week,Thursday,3AM-6AM,0,0,0,0.401376147,0,0,0,0,0,0,0.064220183,0.53440367,0,0
763,March,4th week,Thursday,6AM-9AM,0,0.642891659,0.081376244,0,0,0.094133565,0,0.083502464,0.01623659,0.009954576,0,0.067555813,0.004349087,0
764,March,4th week,Thursday,9AM-12PM,0,0.870300916,0,0.02289577,0,0,0,0.037679895,0.003663323,0.004491932,0,0.060968164,0,0
765,March,4th week,Thursday,12PM-3PM,0,0.928013393,0,0,0.00437128,0.011323475,0.001743862,0.020089286,0.001953125,0,0,0.03250558,0,0
766,March,4th week,Thursday,3PM-6PM,0,0,0,0,0,0,0,0,0,0.099806202,0.081395349,0.677325581,0,0.141472868
767,March,4th week,Thursday,6PM-9PM,0.176201373,0,0,0.343249428,0,0,0,0.282445244,0.054919908,0,0,0,0,0.143184047
768,March,4th week,Thursday,9PM-12AM,0,0.796837566,0,0.062889315,0,0.029168663,0,0.051748922,0,0,0,0.041866315,0,0.017489219
769,March,4th week,Friday,12AM-3AM,0,0.882072136,0,0,0,0.021525813,0,0,0.003712871,0,0,0.09268918,0,0
770,March,4th week,Friday,3AM-6AM,0,0,0,0.137183015,0,0.636269034,0,0,0,0,0.043898565,0.182649386,0,0
771,March,4th week,Friday,6AM-9AM,0.188198324,0,0,0,0,0.170041899,0,0.301675978,0.029329609,0,0,0.244064246,0.015712291,0.050977654
772,March,4th week,Friday,9AM-12PM,0,0.593876644,0,0.046870902,0,0.086956074,0.006695843,0.077136112,0,0,0.007499344,0.124809642,0.004017506,0.052137933
773,March,4th week,Friday,12PM-3PM,0,0.77997331,0,0.061558326,0,0,0,0,0.004924637,0,0.004924637,0.122940526,0,0.025678565
774,March,4th week,Friday,3PM-6PM,0.088512566,0.546187933,0,0.043107135,0,0,0,0,0.020691308,0,0,0.229574335,0,0.071926723
775,March,4th week,Friday,6PM-9PM,0,0,0,0.298465037,0.053439454,0.138430927,0,0.245594088,0.023877203,0,0,0.198692439,0,0.041500853
776,March,4th week,Friday,9PM-12AM,0,0,0,0.570652174,0,0,0,0,0,0.111956522,0,0,0,0.317391304
777,March,4th week,Saturday,12AM-3AM,0,0.908867332,0,0,0.012843285,0.033269572,0.005123651,0,0,0,0,0,0,0.039896161
778,March,4th week,Saturday,3AM-6AM,0,0.844912994,0,0,0.047758161,0,0,0,0,0,0,0.088784453,0,0.018544392
779,March,4th week,Saturday,6AM-9AM,0,0,0,0,0,0.460955241,0,0.408897868,0.039753959,0,0,0,0.021296764,0.069096167
780,March,4th week,Saturday,9AM-12PM,0,0.840075774,0,0,0,0.041001894,0,0.03637129,0.007072195,0.004335929,0,0.058850768,0,0.012292149
781,March,4th week,Saturday,12PM-3PM,0,0.622729826,0,0.0491481,0,0,0,0.08088373,0.015727392,0,0.007863696,0.196311552,0,0.027335705
782,March,4th week,Saturday,3PM-6PM,0,0.650816283,0,0,0.018393485,0,0,0,0.01643683,0.010077282,0.01643683,0.273554989,0,0.014284302
783,March,4th week,Saturday,6PM-9PM,0,0,0,0,0,0,0,0,0.038727524,0.047487321,0,0.644536653,0,0.269248502
784,March,4th week,Saturday,9PM-12AM,0,0.893485561,0,0.023505709,0.008417282,0,0,0.03868368,0,0.004611596,0,0.031296172,0,0
785,March,5th week,Sunday,12AM-3AM,0,0.791434028,0,0,0,0.173824835,0,0,0,0,0,0,0,0.034741137
786,March,5th week,Sunday,3AM-6AM,0,0,0,0.75867052,0.13583815,0,0,0,0,0,0,0,0,0.105491329
787,March,5th week,Sunday,6AM-9AM,0,0,0,0,0,0,0,0,0,1,0,0,0,0
788,March,5th week,Sunday,9AM-12PM,0,0.874572706,0,0.069024454,0,0,0.004930318,0,0.005521956,0,0,0.045950565,0,0
789,March,5th week,Sunday,12PM-3PM,0,0,0,0.186302342,0,0,0,0.306600426,0,0,0,0.248048261,0,0.259048971
790,March,5th week,Sunday,3PM-6PM,0,0.582130043,0.073685132,0,0,0,0,0,0,0,0,0.305854555,0,0.03833027
791,March,5th week,Sunday,6PM-9PM,0,0.75083244,0,0.029629212,0,0,0,0.048761217,0.004740674,0,0,0.157796715,0,0.008239743
792,March,5th week,Sunday,9PM-12AM,0,0.695743123,0,0.054910574,0.019663215,0.050936095,0,0.090367116,0,0,0,0.073109507,0,0.015270369
793,March,5th week,Monday,12AM-3AM,0,0.918150449,0,0,0,0.033609386,0,0,0,0,0,0.048240166,0,0
794,March,5th week,Monday,3AM-6AM,0,0,0,0,0.075335604,0.195151272,0,0,0,0,0,0.700260469,0,0.029252655
795,March,5th week,Monday,6AM-9AM,0,0,0.891005291,0,0,0,0,0,0,0.108994709,0,0,0,0
796,March,5th week,Monday,9AM-12PM,0,0.784248772,0,0,0,0,0,0.050931369,0,0,0,0.164819859,0,0
797,March,5th week,Monday,12PM-3PM,0,0.712739741,0,0,0,0,0,0,0,0,0,0.224686596,0,0.062573663
798,March,5th week,Monday,3PM-6PM,0,0.895228872,0,0.035327463,0,0,0,0.058138911,0.011304754,0,0,0,0,0
799,March,5th week,Monday,6PM-9PM,0.299278179,0,0,0,0,0,0,0,0.09328151,0.05719045,0,0.388117712,0,0.162132149
800,March,5th week,Monday,9PM-12AM,0,0,0,0.404780262,0,0,0,0,0,0,0,0.538936006,0,0.056283732
801,March,5th week,Tuesday,12AM-3AM,0,0.839686948,0,0,0,0.061474375,0,0,0,0,0.010603383,0.088235294,0,0
802,March,5th week,Tuesday,3AM-6AM,0,0,0,0,0,0.31177977,0,0,0,0,0.053777209,0.447503201,0,0.186939821
803,March,5th week,Tuesday,6AM-9AM,0,0,0,0,0,0,0,0,0,0,0,0.939516129,0.060483871,0
804,March,5th week,Tuesday,9AM-12PM,0,0.934970015,0,0.024597076,0,0.022816717,0,0,0.003935532,0,0,0,0,0.01368066
805,March,5th week,Tuesday,12PM-3PM,0,0.787778304,0,0,0,0.057674088,0,0,0.009947892,0,0.009947892,0.082780673,0,0.051871151
806,March,5th week,Tuesday,3PM-6PM,0,0.934827671,0.029582265,0,0,0,0,0,0.0029512,0,0.0029512,0.024558198,0,0.005129466
807,March,5th week,Tuesday,6PM-9PM,0,0.808295192,0,0.021264531,0,0.039450768,0,0,0,0,0,0.113248815,0,0.017740694
808,March,5th week,Tuesday,9PM-12AM,0,0.794458378,0,0.188104622,0,0,0,0,0,0,0,0,0,0.017437
809,March,5th week,Wednesday,12AM-3AM,0,0,0.39943074,0,0,0.462049336,0,0,0,0,0,0,0,0.138519924
810,March,5th week,Wednesday,3AM-6AM,0,0.768839575,0,0,0.04345816,0.056287564,0,0,0,0,0,0.080790569,0,0.050624133
811,March,5th week,Wednesday,6AM-9AM,0.555098208,0,0,0,0,0,0,0.444901792,0,0,0,0,0,0
812,March,5th week,Wednesday,9AM-12PM,0,0.924948726,0,0.054750235,0,0,0,0,0,0,0,0,0,0.020301039
813,March,5th week,Wednesday,12PM-3PM,0,0.816597547,0,0.064448844,0,0.029891808,0,0,0.010311815,0,0,0.042904259,0,0.035845726
814,March,5th week,Wednesday,3PM-6PM,0,0.481821102,0,0.076053496,0,0.070548672,0,0.062581695,0,0.007460549,0.006084331,0.253149925,0,0.04230023
815,March,5th week,Wednesday,6PM-9PM,0,0.934729151,0,0,0,0,0,0,0.005901778,0,0,0.04911122,0,0.010257851
816,March,5th week,Wednesday,9PM-12AM,0,0.83578339,0,0.065963061,0,0,0,0.03618545,0,0,0.00351803,0.058550069,0,0
817,March,5th week,Thursday,12AM-3AM,0,0,0,0,0,0.655009795,0.050437251,0,0,0,0,0,0,0.294552954
818,March,5th week,Thursday,3AM-6AM,0,0,0,0.401376147,0,0,0,0,0,0,0.064220183,0.53440367,0,0
819,March,5th week,Thursday,6AM-9AM,0,0.642891659,0.081376244,0,0,0.094133565,0,0.083502464,0.01623659,0.009954576,0,0.067555813,0.004349087,0
820,March,5th week,Thursday,9AM-12PM,0,0.870300916,0,0.02289577,0,0,0,0.037679895,0.003663323,0.004491932,0,0.060968164,0,0
821,March,5th week,Thursday,12PM-3PM,0,0.928013393,0,0,0.00437128,0.011323475,0.001743862,0.020089286,0.001953125,0,0,0.03250558,0,0
822,March,5th week,Thursday,3PM-6PM,0,0,0,0,0,0,0,0,0,0.099806202,0.081395349,0.677325581,0,0.141472868
823,March,5th week,Thursday,6PM-9PM,0.176201373,0,0,0.343249428,0,0,0,0.282445244,0.054919908,0,0,0,0,0.143184047
824,March,5th week,Thursday,9PM-12AM,0,0.796837566,0,0.062889315,0,0.029168663,0,0.051748922,0,0,0,0.041866315,0,0.017489219
825,March,5th week,Friday,12AM-3AM,0,0.882072136,0,0,0,0.021525813,0,0,0.003712871,0,0,0.09268918,0,0
826,March,5th week,Friday,3AM-6AM,0,0,0,0.137183015,0,0.636269034,0,0,0,0,0.043898565,0.182649386,0,0
827,March,5th week,Friday,6AM-9AM,0.188198324,0,0,0,0,0.170041899,0,0.301675978,0.029329609,0,0,0.244064246,0.015712291,0.050977654
828,March,5th week,Friday,9AM-12PM,0,0.593876644,0,0.046870902,0,0.086956074,0.006695843,0.077136112,0,0,0.007499344,0.124809642,0.004017506,0.052137933
829,March,5th week,Friday,12PM-3PM,0,0.77997331,0,0.061558326,0,0,0,0,0.004924637,0,0.004924637,0.122940526,0,0.025678565
830,March,5th week,Friday,3PM-6PM,0.088512566,0.546187933,0,0.043107135,0,0,0,0,0.020691308,0,0,0.229574335,0,0.071926723
831,March,5th week,Friday,6PM-9PM,0,0,0,0.298465037,0.053439454,0.138430927,0,0.245594088,0.023877203,0,0,0.198692439,0,0.041500853
832,March,5th week,Friday,9PM-12AM,0,0,0,0.570652174,0,0,0,0,0,0.111956522,0,0,0,0.317391304
833,March,5th week,Saturday,12AM-3AM,0,0.908867332,0,0,0.012843285,0.033269572,0.005123651,0,0,0,0,0,0,0.039896161
834,March,5th week,Saturday,3AM-6AM,0,0.844912994,0,0,0.047758161,0,0,0,0,0,0,0.088784453,0,0.018544392
835,March,5th week,Saturday,6AM-9AM,0,0,0,0,0,0.460955241,0,0.408897868,0.039753959,0,0,0,0.021296764,0.069096167
836,March,5th week,Saturday,9AM-12PM,0,0.840075774,0,0,0,0.041001894,0,0.03637129,0.007072195,0.004335929,0,0.058850768,0,0.012292149
837,March,5th week,Saturday,12PM-3PM,0,0.622729826,0,0.0491481,0,0,0,0.08088373,0.015727392,0,0.007863696,0.196311552,0,0.027335705
838,March,5th week,Saturday,3PM-6PM,0,0.650816283,0,0,0.018393485,0,0,0,0.01643683,0.010077282,0.01643683,0.273554989,0,0.014284302
839,March,5th week,Saturday,6PM-9PM,0,0,0,0,0,0,0,0,0.038727524,0.047487321,0,0.644536653,0,0.269248502
840,March,5th week,Saturday,9PM-12AM,0,0.893485561,0,0.023505709,0.008417282,0,0,0.03868368,0,0.004611596,0,0.031296172,0,0
841,April,1st week,Sunday,12AM-3AM,0,0.791434028,0,0,0,0.173824835,0,0,0,0,0,0,0,0.034741137
842,April,1st week,Sunday,3AM-6AM,0,0,0,0.75867052,0.13583815,0,0,0,0,0,0,0,0,0.105491329
843,April,1st week,Sunday,6AM-9AM,0,0,0,0,0,0,0,0,0,1,0,0,0,0
844,April,1st week,Sunday,9AM-12PM,0,0.874572706,0,0.069024454,0,0,0.004930318,0,0.005521956,0,0,0.045950565,0,0
845,April,1st week,Sunday,12PM-3PM,0,0,0,0.186302342,0,0,0,0.306600426,0,0,0,0.248048261,0,0.259048971
846,April,1st week,Sunday,3PM-6PM,0,0.582130043,0.073685132,0,0,0,0,0,0,0,0,0.305854555,0,0.03833027
847,April,1st week,Sunday,6PM-9PM,0,0.75083244,0,0.029629212,0,0,0,0.048761217,0.004740674,0,0,0.157796715,0,0.008239743
848,April,1st week,Sunday,9PM-12AM,0,0.695743123,0,0.054910574,0.019663215,0.050936095,0,0.090367116,0,0,0,0.073109507,0,0.015270369
849,April,1st week,Monday,12AM-3AM,0,0.918150449,0,0,0,0.033609386,0,0,0,0,0,0.048240166,0,0
850,April,1st week,Monday,3AM-6AM,0,0,0,0,0.075335604,0.195151272,0,0,0,0,0,0.700260469,0,0.029252655
851,April,1st week,Monday,6AM-9AM,0,0,0.891005291,0,0,0,0,0,0,0.108994709,0,0,0,0
852,April,1st week,Monday,9AM-12PM,0,0.784248772,0,0,0,0,0,0.050931369,0,0,0,0.164819859,0,0
853,April,1st week,Monday,12PM-3PM,0,0.712739741,0,0,0,0,0,0,0,0,0,0.224686596,0,0.062573663
854,April,1st week,Monday,3PM-6PM,0,0.895228872,0,0.035327463,0,0,0,0.058138911,0.011304754,0,0,0,0,0
855,April,1st week,Monday,6PM-9PM,0.299278179,0,0,0,0,0,0,0,0.09328151,0.05719045,0,0.388117712,0,0.162132149
856,April,1st week,Monday,9PM-12AM,0,0,0,0.404780262,0,0,0,0,0,0,0,0.538936006,0,0.056283732
857,April,1st week,Tuesday,12AM-3AM,0,0.839686948,0,0,0,0.061474375,0,0,0,0,0.010603383,0.088235294,0,0
858,April,1st week,Tuesday,3AM-6AM,0,0,0,0,0,0.31177977,0,0,0,0,0.053777209,0.447503201,0,0.186939821
859,April,1st week,Tuesday,6AM-9AM,0,0,0,0,0,0,0,0,0,0,0,0.939516129,0.060483871,0
860,April,1st week,Tuesday,9AM-12PM,0,0.934970015,0,0.024597076,0,0.022816717,0,0,0.003935532,0,0,0,0,0.01368066
861,April,1st week,Tuesday,12PM-3PM,0,0.787778304,0,0,0,0.057674088,0,0,0.009947892,0,0.009947892,0.082780673,0,0.051871151
862,April,1st week,Tuesday,3PM-6PM,0,0.934827671,0.029582265,0,0,0,0,0,0.0029512,0,0.0029512,0.024558198,0,0.005129466
863,April,1st week,Tuesday,6PM-9PM,0,0.808295192,0,0.021264531,0,0.039450768,0,0,0,0,0,0.113248815,0,0.017740694
864,April,1st week,Tuesday,9PM-12AM,0,0.794458378,0,0.188104622,0,0,0,0,0,0,0,0,0,0.017437
865,April,1st week,Wednesday,12AM-3AM,0,0,0.39943074,0,0,0.462049336,0,0,0,0,0,0,0,0.138519924
866,April,1st week,Wednesday,3AM-6AM,0,0.768839575,0,0,0.04345816,0.056287564,0,0,0,0,0,0.080790569,0,0.050624133
867,April,1st week,Wednesday,6AM-9AM,0.555098208,0,0,0,0,0,0,0.444901792,0,0,0,0,0,0
868,April,1st week,Wednesday,9AM-12PM,0,0.924948726,0,0.054750235,0,0,0,0,0,0,0,0,0,0.020301039
869,April,1st week,Wednesday,12PM-3PM,0,0.816597547,0,0.064448844,0,0.029891808,0,0,0.010311815,0,0,0.042904259,0,0.035845726
870,April,1st week,Wednesday,3PM-6PM,0,0.481821102,0,0.076053496,0,0.070548672,0,0.062581695,0,0.007460549,0.006084331,0.253149925,0,0.04230023
871,April,1st week,Wednesday,6PM-9PM,0,0.934729151,0,0,0,0,0,0,0.005901778,0,0,0.04911122,0,0.010257851
872,April,1st week,Wednesday,9PM-12AM,0,0.83578339,0,0.065963061,0,0,0,0.03618545,0,0,0.00351803,0.058550069,0,0
873,April,1st week,Thursday,12AM-3AM,0,0,0,0,0,0.655009795,0.050437251,0,0,0,0,0,0,0.294552954
874,April,1st week,Thursday,3AM-6AM,0,0,0,0.401376147,0,0,0,0,0,0,0.064220183,0.53440367,0,0
875,April,1st week,Thursday,6AM-9AM,0,0.642891659,0.081376244,0,0,0.094133565,0,0.083502464,0.01623659,0.009954576,0,0.067555813,0.004349087,0
876,April,1st week,Thursday,9AM-12PM,0,0.870300916,0,0.02289577,0,0,0,0.037679895,0.003663323,0.004491932,0,0.060968164,0,0
877,April,1st week,Thursday,12PM-3PM,0,0.928013393,0,0,0.00437128,0.011323475,0.001743862,0.020089286,0.001953125,0,0,0.03250558,0,0
878,April,1st week,Thursday,3PM-6PM,0,0,0,0,0,0,0,0,0,0.099806202,0.081395349,0.677325581,0,0.141472868
879,April,1st week,Thursday,6PM-9PM,0.176201373,0,0,0.343249428,0,0,0,0.282445244,0.054919908,0,0,0,0,0.143184047
880,April,1st week,Thursday,9PM-12AM,0,0.796837566,0,0.062889315,0,0.029168663,0,0.051748922,0,0,0,0.041866315,0,0.017489219
881,April,1st week,Friday,12AM-3AM,0,0.882072136,0,0,0,0.021525813,0,0,0.003712871,0,0,0.09268918,0,0
882,April,1st week,Friday,3AM-6AM,0,0,0,0.137183015,0,0.636269034,0,0,0,0,0.043898565,0.182649386,0,0
883,April,1st week,Friday,6AM-9AM,0.188198324,0,0,0,0,0.170041899,0,0.301675978,0.029329609,0,0,0.244064246,0.015712291,0.050977654
884,April,1st week,Friday,9AM-12PM,0,0.593876644,0,0.046870902,0,0.086956074,0.006695843,0.077136112,0,0,0.007499344,0.124809642,0.004017506,0.052137933
885,April,1st week,Friday,12PM-3PM,0,0.77997331,0,0.061558326,0,0,0,0,0.004924637,0,0.004924637,0.122940526,0,0.025678565
886,April,1st week,Friday,3PM-6PM,0.088512566,0.546187933,0,0.043107135,0,0,0,0,0.020691308,0,0,0.229574335,0,0.071926723
887,April,1st week,Friday,6PM-9PM,0,0,0,0.298465037,0.053439454,0.138430927,0,0.245594088,0.023877203,0,0,0.198692439,0,0.041500853
888,April,1st week,Friday,9PM-12AM,0,0,0,0.570652174,0,0,0,0,0,0.111956522,0,0,0,0.317391304
889,April,1st week,Saturday,12AM-3AM,0,0.908867332,0,0,0.012843285,0.033269572,0.005123651,0,0,0,0,0,0,0.039896161
890,April,1st week,Saturday,3AM-6AM,0,0.844912994,0,0,0.047758161,0,0,0,0,0,0,0.088784453,0,0.018544392
891,April,1st week,Saturday,6AM-9AM,0,0,0,0,0,0.460955241,0,0.408897868,0.039753959,0,0,0,0.021296764,0.069096167
892,April,1st week,Saturday,9AM-12PM,0,0.840075774,0,0,0,0.041001894,0,0.03637129,0.007072195,0.004335929,0,0.058850768,0,0.012292149
893,April,1st week,Saturday,12PM-3PM,0,0.622729826,0,0.0491481,0,0,0,0.08088373,0.015727392,0,0.007863696,0.196311552,0,0.027335705
894,April,1st week,Saturday,3PM-6PM,0,0.650816283,0,0,0.018393485,0,0,0,0.01643683,0.010077282,0.01643683,0.273554989,0,0.014284302
895,April,1st week,Saturday,6PM-9PM,0,0,0,0,0,0,0,0,0.038727524,0.047487321,0,0.644536653,0,0.269248502
896,April,1st week,Saturday,9PM-12AM,0,0.893485561,0,0.023505709,0.008417282,0,0,0.03868368,0,0.004611596,0,0.031296172,0,0
897,April,2nd week,Sunday,12AM-3AM,0,0.791434028,0,0,0,0.173824835,0,0,0,0,0,0,0,0.034741137
898,April,2nd week,Sunday,3AM-6AM,0,0,0,0.75867052,0.13583815,0,0,0,0,0,0,0,0,0.105491329
899,April,2nd week,Sunday,6AM-9AM,0,0,0,0,0,0,0,0,0,1,0,0,0,0
900,April,2nd week,Sunday,9AM-12PM,0,0.874572706,0,0.069024454,0,0,0.004930318,0,0.005521956,0,0,0.045950565,0,0
901,April,2nd week,Sunday,12PM-3PM,0,0,0,0.186302342,0,0,0,0.306600426,0,0,0,0.248048261,0,0.259048971
902,April,2nd week,Sunday,3PM-6PM,0,0.582130043,0.073685132,0,0,0,0,0,0,0,0,0.305854555,0,0.03833027
903,April,2nd week,Sunday,6PM-9PM,0,0.75083244,0,0.029629212,0,0,0,0.048761217,0.004740674,0,0,0.157796715,0,0.008239743
904,April,2nd week,Sunday,9PM-12AM,0,0.695743123,0,0.054910574,0.019663215,0.050936095,0,0.090367116,0,0,0,0.073109507,0,0.015270369
905,April,2nd week,Monday,12AM-3AM,0,0.918150449,0,0,0,0.033609386,0,0,0,0,0,0.048240166,0,0
906,April,2nd week,Monday,3AM-6AM,0,0,0,0,0.075335604,0.195151272,0,0,0,0,0,0.700260469,0,0.029252655
907,April,2nd week,Monday,6AM-9AM,0,0,0.891005291,0,0,0,0,0,0,0.108994709,0,0,0,0
908,April,2nd week,Monday,9AM-12PM,0,0.784248772,0,0,0,0,0,0.050931369,0,0,0,0.164819859,0,0
909,April,2nd week,Monday,12PM-3PM,0,0.712739741,0,0,0,0,0,0,0,0,0,0.224686596,0,0.062573663
910,April,2nd week,Monday,3PM-6PM,0,0.895228872,0,0.035327463,0,0,0,0.058138911,0.011304754,0,0,0,0,0
911,April,2nd week,Monday,6PM-9PM,0.299278179,0,0,0,0,0,0,0,0.09328151,0.05719045,0,0.388117712,0,0.162132149
912,April,2nd week,Monday,9PM-12AM,0,0,0,0.404780262,0,0,0,0,0,0,0,0.538936006,0,0.056283732
913,April,2nd week,Tuesday,12AM-3AM,0,0.839686948,0,0,0,0.061474375,0,0,0,0,0.010603383,0.088235294,0,0
914,April,2nd week,Tuesday,3AM-6AM,0,0,0,0,0,0.31177977,0,0,0,0,0.053777209,0.447503201,0,0.186939821
915,April,2nd week,Tuesday,6AM-9AM,0,0,0,0,0,0,0,0,0,0,0,0.939516129,0.060483871,0
916,April,2nd week,Tuesday,9AM-12PM,0,0.934970015,0,0.024597076,0,0.022816717,0,0,0.003935532,0,0,0,0,0.01368066
917,April,2nd week,Tuesday,12PM-3PM,0,0.787778304,0,0,0,0.057674088,0,0,0.009947892,0,0.009947892,0.082780673,0,0.051871151
918,April,2nd week,Tuesday,3PM-6PM,0,0.934827671,0.029582265,0,0,0,0,0,0.0029512,0,0.0029512,0.024558198,0,0.005129466
919,April,2nd week,Tuesday,6PM-9PM,0,0.808295192,0,0.021264531,0,0.039450768,0,0,0,0,0,0.113248815,0,0.017740694
920,April,2nd week,Tuesday,9PM-12AM,0,0.794458378,0,0.188104622,0,0,0,0,0,0,0,0,0,0.017437
921,April,2nd week,Wednesday,12AM-3AM,0,0,0.39943074,0,0,0.462049336,0,0,0,0,0,0,0,0.138519924
922,April,2nd week,Wednesday,3AM-6AM,0,0.768839575,0,0,0.04345816,0.056287564,0,0,0,0,0,0.080790569,0,0.050624133
923,April,2nd week,Wednesday,6AM-9AM,0.555098208,0,0,0,0,0,0,0.444901792,0,0,0,0,0,0
